Model,HyperParameters,Scaler,Test Size,Outlier Handling,Fit Time(s),Validation RMSLE,Test RMSLE
AdaBoostRegressor,"{'n_estimators': 32, 'loss': 'exponential', 'learning_rate': 0.01, 'base_estimator': ElasticNet()}",RobustScaler,0.2,Replace,42.36123085021973,0.16138994568507253,0.16612557398302302
ElasticNet,"{'warm_start': False, 'selection': 'random', 'l1_ratio': 0.9500000000000001, 'alpha': 1.3000000000000003}",None,0.3,Log,6.431929111480713,0.16832406098213404,0.16615363506445002
AdaBoostRegressor,"{'n_estimators': 32, 'loss': 'exponential', 'learning_rate': 0.01, 'base_estimator': ElasticNet()}",None,0.1,Log,54.53735661506653,0.18259728153644056,0.16727910730937742
LinearRegression,,StandardScaler,0.2,Replace,0.9178180694580078,0.13775718319451474,0.16759529044364202
LinearRegression,,RobustScaler,0.2,Replace,0.9490559101104736,0.1377571831945139,0.1675952904436435
LinearRegression,,MinMaxScaler,0.2,Replace,0.9555723667144777,0.13775718319451444,0.16759529044364402
LinearRegression,,None,0.2,Replace,0.8865594863891602,0.1377571831945471,0.16759529044369906
ElasticNet,"{'warm_start': True, 'selection': 'cyclic', 'l1_ratio': 0.15000000000000002, 'alpha': 1.7000000000000002}",StandardScaler,0.1,YeoJonson,8.317623376846312,0.1736492607663342,0.16815207546075048
ElasticNet,"{'warm_start': False, 'selection': 'cyclic', 'l1_ratio': 0.6000000000000001, 'alpha': 1.2000000000000002}",RobustScaler,0.1,YeoJonson,8.153459787368773,0.16823198001091966,0.16837206953240338
LinearRegression,,StandardScaler,0.2,YeoJonson,0.9022161960601808,0.15416376245577726,0.16841760998300598
LinearRegression,,MinMaxScaler,0.2,YeoJonson,0.9555745124816896,0.15416376245578212,0.16841760998300667
LinearRegression,,RobustScaler,0.2,YeoJonson,0.9243392944335938,0.15416376245577468,0.16841760998300906
LinearRegression,,None,0.2,YeoJonson,0.9021809101104736,0.15416376097228465,0.16841761030877778
ElasticNet,"{'warm_start': False, 'selection': 'random', 'l1_ratio': 0.4, 'alpha': 1.2000000000000002}",StandardScaler,0.2,Log,7.537150144577026,0.169233224321924,0.16864313216375648
ElasticNet,"{'warm_start': True, 'selection': 'cyclic', 'l1_ratio': 0.9500000000000001, 'alpha': 0.30000000000000004}",MinMaxScaler,0.2,YeoJonson,6.177102327346803,0.16533899805409005,0.1686704368769812
ElasticNet,"{'warm_start': True, 'selection': 'random', 'l1_ratio': 0.0, 'alpha': 1.2000000000000002}",StandardScaler,0.3,YeoJonson,7.021559000015259,0.1720916940448442,0.16874006081681805
ElasticNet,"{'warm_start': True, 'selection': 'cyclic', 'l1_ratio': 0.9500000000000001, 'alpha': 0.30000000000000004}",MinMaxScaler,0.2,Log,6.561967611312866,0.1650684187868974,0.1692493622214019
AdaBoostRegressor,"{'n_estimators': 32, 'loss': 'exponential', 'learning_rate': 0.01, 'base_estimator': ElasticNet()}",RobustScaler,0.1,Log,54.54126906394959,0.17051872121660175,0.16964998807365628
AdaBoostRegressor,"{'n_estimators': 32, 'loss': 'exponential', 'learning_rate': 0.01, 'base_estimator': ElasticNet()}",StandardScaler,0.2,Log,46.565059423446655,0.17276370789728618,0.1696529729715862
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",StandardScaler,0.1,Replace,31.58650302886963,0.17900546184085062,0.16966671532338407
LinearRegression,,MinMaxScaler,0.3,YeoJonson,0.8865439891815186,0.16460759370131392,0.1702644958223529
LinearRegression,,StandardScaler,0.3,YeoJonson,0.917811393737793,0.16460759370130776,0.17026449582235312
LinearRegression,,RobustScaler,0.3,YeoJonson,0.8865466117858887,0.16460759370130496,0.17026449582235553
LinearRegression,,None,0.3,YeoJonson,0.9490914344787598,0.16460759362157296,0.1702644958734688
ElasticNet,"{'warm_start': False, 'selection': 'random', 'l1_ratio': 0.9500000000000001, 'alpha': 1.3000000000000003}",None,0.3,YeoJonson,10.049088239669802,0.17460986980132392,0.17056176820119134
AdaBoostRegressor,"{'n_estimators': 32, 'loss': 'exponential', 'learning_rate': 0.01, 'base_estimator': ElasticNet()}",RobustScaler,0.1,YeoJonson,46.806105613708496,0.17032461511099312,0.1708073939173811
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",StandardScaler,0.1,Log,32.14489531517029,0.18439420633012624,0.1724719735999698
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",StandardScaler,0.1,YeoJonson,32.84275484085083,0.1822876076866352,0.17251310630046587
LinearRegression,,StandardScaler,0.2,Log,0.9555618762969972,0.1545196425407806,0.1726827877601098
LinearRegression,,None,0.2,Log,0.9555838108062744,0.15451964254080106,0.17268278776011076
LinearRegression,,MinMaxScaler,0.2,Log,0.9178004264831544,0.15451964254078354,0.17268278776011114
LinearRegression,,RobustScaler,0.2,Log,0.9399397373199464,0.15451964254078301,0.1726827877601146
LinearRegression,,RobustScaler,0.3,Log,0.8865606784820557,0.17743681232163655,0.17290791822205676
LinearRegression,,StandardScaler,0.3,Log,0.8709328174591064,0.177436812321645,0.1729079182220578
LinearRegression,,None,0.3,Log,0.8800594806671143,0.1774368123216624,0.17290791822205998
LinearRegression,,MinMaxScaler,0.3,Log,0.9178502559661864,0.17743681232166789,0.17290791822206042
AdaBoostRegressor,"{'n_estimators': 32, 'loss': 'exponential', 'learning_rate': 0.01, 'base_estimator': ElasticNet()}",StandardScaler,0.1,YeoJonson,58.24211668968201,0.18309470498011704,0.17294951110638346
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",RobustScaler,0.1,YeoJonson,30.72993779182434,0.1879543640237876,0.17479717123621574
AdaBoostRegressor,"{'n_estimators': 32, 'loss': 'exponential', 'learning_rate': 0.01, 'base_estimator': ElasticNet()}",None,0.1,Replace,186.90468907356262,0.16408092878301228,0.17577424739914338
AdaBoostRegressor,"{'n_estimators': 32, 'loss': 'exponential', 'learning_rate': 0.01, 'base_estimator': ElasticNet()}",RobustScaler,0.2,Log,39.16963386535645,0.16824694111553168,0.17695061720376773
ElasticNet,"{'warm_start': True, 'selection': 'cyclic', 'l1_ratio': 0.15000000000000002, 'alpha': 1.7000000000000002}",StandardScaler,0.2,YeoJonson,7.370157480239867,0.17219021113700622,0.17699551058439028
AdaBoostRegressor,"{'n_estimators': 32, 'loss': 'exponential', 'learning_rate': 0.01, 'base_estimator': ElasticNet()}",None,0.2,Replace,138.00617241859436,0.1668728805167076,0.17703030503904155
AdaBoostRegressor,"{'n_estimators': 32, 'loss': 'exponential', 'learning_rate': 0.01, 'base_estimator': ElasticNet()}",RobustScaler,0.2,YeoJonson,38.53455400466919,0.16869573890350206,0.17866586906487705
AdaBoostRegressor,"{'n_estimators': 32, 'loss': 'exponential', 'learning_rate': 0.01, 'base_estimator': ElasticNet()}",StandardScaler,0.2,YeoJonson,48.33181595802307,0.18332679879606664,0.17953974245407958
AdaBoostRegressor,"{'n_estimators': 32, 'loss': 'exponential', 'learning_rate': 0.01, 'base_estimator': ElasticNet()}",None,0.3,Log,35.70108222961426,0.1788398907815634,0.180506375678918
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",RobustScaler,0.1,Log,34.87467265129089,0.1942190275322287,0.18258421901865388
AdaBoostRegressor,"{'n_estimators': 32, 'loss': 'exponential', 'learning_rate': 0.01, 'base_estimator': ElasticNet()}",None,0.2,Log,48.851934909820564,0.1810058216011799,0.18682818869368745
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",None,0.1,Log,28.80967831611633,0.2266565948760518,0.1942013664562162
AdaBoostRegressor,"{'n_estimators': 32, 'loss': 'exponential', 'learning_rate': 0.01, 'base_estimator': ElasticNet()}",MinMaxScaler,0.3,Replace,22.72846031188965,0.18523474120922434,0.1963065358922063
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",StandardScaler,0.3,Replace,22.114455699920654,0.17841686204456056,0.19812443318100229
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",StandardScaler,0.2,Replace,27.36638617515564,0.1787960229585602,0.1993437013092643
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",StandardScaler,0.3,Log,21.396169900894165,0.1819474210409973,0.1998985155995202
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",StandardScaler,0.2,YeoJonson,26.69680976867676,0.18149753869613988,0.19991250933504684
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",StandardScaler,0.3,YeoJonson,21.005313158035282,0.18129294369119628,0.20011399975810965
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",RobustScaler,0.3,YeoJonson,20.445174694061283,0.18414373101924286,0.2012292512612642
AdaBoostRegressor,"{'n_estimators': 32, 'loss': 'exponential', 'learning_rate': 0.01, 'base_estimator': ElasticNet()}",None,0.1,YeoJonson,65.88046407699585,0.1903416905973128,0.2038365586689457
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",RobustScaler,0.3,Log,23.915959119796753,0.18908669747784893,0.2039803916120647
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",StandardScaler,0.2,Log,26.644880771636963,0.1822341012150545,0.20407767955197129
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",MinMaxScaler,0.1,Replace,30.134891033172607,0.2048289334465978,0.2047924948378127
AdaBoostRegressor,"{'n_estimators': 32, 'loss': 'exponential', 'learning_rate': 0.01, 'base_estimator': ElasticNet()}",None,0.3,YeoJonson,48.687199831008904,0.19904350451844804,0.20656478568276398
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",RobustScaler,0.2,YeoJonson,26.060999631881714,0.18438914876227794,0.20763498653343704
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",RobustScaler,0.2,Log,28.80017900466919,0.18950724349401704,0.20816137569356494
AdaBoostRegressor,"{'n_estimators': 32, 'loss': 'exponential', 'learning_rate': 0.01, 'base_estimator': ElasticNet()}",MinMaxScaler,0.1,YeoJonson,32.471977472305305,0.2069734394312292,0.2097493020620627
KNeighnorsRegressor,"{'weights': 'uniform', 'p': 1.1, 'n_neighbors': 8, 'algorithm': 'ball_tree'}",None,0.1,Replace,29.86007285118103,0.20587575131178096,0.21033801689873427
AdaBoostRegressor,"{'n_estimators': 32, 'loss': 'exponential', 'learning_rate': 0.01, 'base_estimator': ElasticNet()}",MinMaxScaler,0.1,Log,33.028518438339226,0.2069883509865916,0.2103883490856928
SVR,"{'shrinking': False, 'kernel': 'linear', 'C': 4}",None,0.1,Log,34.22281503677368,0.2266107562165497,0.210490648063792
KNeighnorsRegressor,"{'weights': 'uniform', 'p': 1.1, 'n_neighbors': 8, 'algorithm': 'ball_tree'}",None,0.3,Replace,20.154669523239136,0.20854458594167724,0.21132859805565787
KNeighnorsRegressor,"{'weights': 'uniform', 'p': 1.1, 'n_neighbors': 8, 'algorithm': 'ball_tree'}",RobustScaler,0.1,Replace,48.25977349281311,0.2191738377201235,0.21292057860745398
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",MinMaxScaler,0.1,YeoJonson,29.009760856628407,0.21124488641560904,0.21350217248366496
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",MinMaxScaler,0.1,Log,28.8699734210968,0.2116414209586228,0.2144001429782749
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",None,0.2,Log,20.79499053955078,0.2293148731394924,0.2147127546466582
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",None,0.3,Replace,62.272664546966546,0.2252605638968496,0.21599413547023893
AdaBoostRegressor,"{'n_estimators': 32, 'loss': 'exponential', 'learning_rate': 0.01, 'base_estimator': ElasticNet()}",MinMaxScaler,0.3,YeoJonson,23.006092309951786,0.2004476408379196,0.21688128015210906
AdaBoostRegressor,"{'n_estimators': 32, 'loss': 'exponential', 'learning_rate': 0.01, 'base_estimator': ElasticNet()}",MinMaxScaler,0.3,Log,22.375563383102413,0.2009673881182319,0.2179764995887307
KNeighnorsRegressor,"{'weights': 'uniform', 'p': 1.1, 'n_neighbors': 8, 'algorithm': 'ball_tree'}",None,0.2,Replace,25.18830394744873,0.20480495198909293,0.2181764351700176
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",None,0.2,Replace,73.20394158363342,0.21044258256414544,0.2204769773469156
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",RobustScaler,0.3,Replace,31.64010214805603,0.21798540623103674,0.22182270399695025
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",None,0.3,Log,16.879683256149292,0.2324840535437085,0.2229733997145241
SVR,"{'shrinking': False, 'kernel': 'linear', 'C': 4}",None,0.2,Log,24.628973960876465,0.2286162196310678,0.2235478295858744
AdaBoostRegressor,"{'n_estimators': 32, 'loss': 'exponential', 'learning_rate': 0.01, 'base_estimator': ElasticNet()}",MinMaxScaler,0.2,YeoJonson,25.796406269073486,0.20262637606016687,0.2238717632523272
AdaBoostRegressor,"{'n_estimators': 32, 'loss': 'exponential', 'learning_rate': 0.01, 'base_estimator': ElasticNet()}",MinMaxScaler,0.2,Log,26.362569570541385,0.20297804776757386,0.22434119008773348
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",MinMaxScaler,0.3,Replace,21.058364391326908,0.19813709117419148,0.2261223367478538
SVR,"{'shrinking': False, 'kernel': 'linear', 'C': 4}",None,0.3,Log,20.19550728797913,0.2322587685389413,0.2262153097615213
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",RobustScaler,0.2,Replace,39.914762258529656,0.21682601983703348,0.2263134961304064
SVR,"{'shrinking': True, 'kernel': 'linear', 'C': 4}",StandardScaler,0.1,Log,20.639052152633667,0.2293939473864087,0.227399055736769
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",MinMaxScaler,0.2,Replace,24.880338430404663,0.20096701512091086,0.2285952508833893
SVR,"{'shrinking': False, 'kernel': 'linear', 'C': 4}",StandardScaler,0.2,Log,16.20656943321228,0.2356927108704789,0.23255127882882065
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",MinMaxScaler,0.3,YeoJonson,19.541555881500248,0.2065085789177573,0.2344786571764189
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",MinMaxScaler,0.3,Log,19.89539313316345,0.2064511367997061,0.2347159255246821
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",None,0.1,Replace,83.8556582927704,0.21060540033545147,0.234911419865248
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",MinMaxScaler,0.2,YeoJonson,24.22490930557251,0.2073333874188185,0.2376624539293984
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",MinMaxScaler,0.2,Log,24.337916612625122,0.2074698375082828,0.2381989252211239
SVR,"{'shrinking': False, 'kernel': 'linear', 'C': 4}",StandardScaler,0.3,Log,12.373591661453247,0.2413783596876124,0.2396239711533172
SVR,"{'shrinking': False, 'kernel': 'linear', 'C': 4}",RobustScaler,0.1,Log,20.762550830841068,0.2447042086226099,0.2400826886467554
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.1, 'n_neighbors': 5, 'algorithm': 'kd_tree'}",None,0.1,YeoJonson,21.28521704673767,0.26326556106009835,0.24694631656583865
SVR,"{'shrinking': False, 'kernel': 'linear', 'C': 4}",RobustScaler,0.2,Log,16.295499801635742,0.2494463475567191,0.2488962449754395
SVR,"{'shrinking': False, 'kernel': 'linear', 'C': 4}",RobustScaler,0.3,Log,12.505518198013306,0.2533661910125641,0.2528790421693412
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.0, 'n_neighbors': 2, 'algorithm': 'ball_tree'}",None,0.3,YeoJonson,14.564367771148682,0.2666122295369304,0.2660721766989993
KNeighnorsRegressor,"{'weights': 'distance', 'p': 1.0, 'n_neighbors': 2, 'algorithm': 'ball_tree'}",None,0.2,YeoJonson,17.420195817947388,0.256061307715581,0.2695803037358928
SVR,"{'shrinking': False, 'kernel': 'linear', 'C': 4}",MinMaxScaler,0.3,Log,12.623587131500244,0.28496714408380364,0.28962660908623
SVR,"{'shrinking': True, 'kernel': 'linear', 'C': 4}",MinMaxScaler,0.2,Log,16.213410139083862,0.28293730852157195,0.2914591559945805
SVR,"{'shrinking': False, 'kernel': 'linear', 'C': 4}",MinMaxScaler,0.1,Log,20.69385957717895,0.2802458106526892,0.29280445738536764
MLPRegressor,"{'warm_start': False, 'solver': 'lbfgs', 'learning_rate': 'invscaling', 'hidden_layer_sizes': (8,), 'alpha': 0.0001, 'activation': 'tanh'}",RobustScaler,0.3,Log,61.17005133628845,0.3541717944078082,0.3330542862689105
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",None,0.1,Log,78.6868450641632,0.3519292806183569,0.3447473782428117
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",None,0.2,Log,74.56358551979066,0.3522753589300806,0.35031301844782164
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",None,0.3,Log,62.968810081481934,0.36129390604782,0.3510313200934541
MLPRegressor,"{'warm_start': False, 'solver': 'lbfgs', 'learning_rate': 'invscaling', 'hidden_layer_sizes': (8,), 'alpha': 0.0001, 'activation': 'tanh'}",RobustScaler,0.3,Replace,60.2067186832428,0.34419742048290525,0.36305769077330136
MLPRegressor,"{'warm_start': False, 'solver': 'lbfgs', 'learning_rate': 'invscaling', 'hidden_layer_sizes': (8,), 'alpha': 0.0001, 'activation': 'tanh'}",RobustScaler,0.2,Replace,70.83716654777527,0.3608789117585121,0.3671506057159414
MLPRegressor,"{'warm_start': False, 'solver': 'lbfgs', 'learning_rate': 'invscaling', 'hidden_layer_sizes': (8,), 'alpha': 0.0001, 'activation': 'tanh'}",None,0.3,YeoJonson,29.26798892021179,0.3890210942383995,0.3742237769399693
MLPRegressor,"{'warm_start': False, 'solver': 'lbfgs', 'learning_rate': 'invscaling', 'hidden_layer_sizes': (8,), 'alpha': 0.0001, 'activation': 'tanh'}",None,0.2,YeoJonson,33.5445294380188,0.3873753003646288,0.3788804499743268
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",RobustScaler,0.2,Log,468.3398516178131,0.3848654430366382,0.3793577188632086
MLPRegressor,"{'warm_start': False, 'solver': 'lbfgs', 'learning_rate': 'invscaling', 'hidden_layer_sizes': (8,), 'alpha': 0.0001, 'activation': 'tanh'}",None,0.1,YeoJonson,44.258042335510254,0.3860912390593132,0.382127959543209
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",RobustScaler,0.1,Log,78.55765604972841,0.3825567903090044,0.3874398682823558
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",StandardScaler,0.2,Replace,75.09134078025821,0.3937872242388704,0.3917635742984368
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",StandardScaler,0.2,YeoJonson,77.38110327720642,0.3938397856758763,0.3919506879271346
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",StandardScaler,0.2,Log,76.23304510116576,0.39409677180748615,0.3920827789150701
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",StandardScaler,0.3,Replace,64.06697368621826,0.3951496320555372,0.3920973008927243
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",StandardScaler,0.3,YeoJonson,64.14580512046814,0.3951620593817871,0.3922288796785029
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",StandardScaler,0.3,Log,64.12089347839354,0.3953924138753048,0.3924405306108075
MLPRegressor,"{'warm_start': False, 'solver': 'lbfgs', 'learning_rate': 'invscaling', 'hidden_layer_sizes': (8,), 'alpha': 0.0001, 'activation': 'tanh'}",MinMaxScaler,0.3,YeoJonson,85.35927653312683,0.3886117240230972,0.3932651052808977
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",RobustScaler,0.2,YeoJonson,78.2176468372345,0.395830125143298,0.39369418139411616
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",RobustScaler,0.3,YeoJonson,72.03194355964659,0.3970068912821581,0.3937820061278877
MLPRegressor,"{'warm_start': False, 'solver': 'lbfgs', 'learning_rate': 'invscaling', 'hidden_layer_sizes': (8,), 'alpha': 0.0001, 'activation': 'tanh'}",RobustScaler,0.1,Replace,74.8753023147583,0.3618528125189056,0.3969244487125311
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",MinMaxScaler,0.2,Replace,73.4736020565033,0.3996044681810046,0.3976096301805772
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",MinMaxScaler,0.3,Replace,64.22221326828003,0.4001277066438125,0.3976514481877008
MLPRegressor,"{'warm_start': False, 'solver': 'lbfgs', 'learning_rate': 'invscaling', 'hidden_layer_sizes': (8,), 'alpha': 0.0001, 'activation': 'tanh'}",MinMaxScaler,0.3,Log,62.609071254730225,0.3749396179229659,0.3978835156960602
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",MinMaxScaler,0.2,YeoJonson,76.30834555625916,0.3999740609152581,0.3979845420796885
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",MinMaxScaler,0.2,Log,75.04573559761046,0.4000450565153605,0.3980540847234909
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",StandardScaler,0.1,Replace,80.54006266593933,0.3908997521080644,0.4119447625350986
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",StandardScaler,0.1,YeoJonson,92.69708847999573,0.390996021620251,0.4121156246592166
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",StandardScaler,0.1,Log,79.20389676094054,0.3912399336806045,0.4122234503910551
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",RobustScaler,0.1,YeoJonson,88.42563939094543,0.3930533271444507,0.41366808130066746
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",MinMaxScaler,0.1,Replace,79.14730310440062,0.3967807960522826,0.4194785046980445
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",MinMaxScaler,0.1,YeoJonson,82.81941628456116,0.3971684661142133,0.4199965439310889
MLPRegressor,"{'warm_start': False, 'solver': 'adam', 'learning_rate': 'adaptive', 'hidden_layer_sizes': (264,), 'alpha': 0.1, 'activation': 'identity'}",MinMaxScaler,0.1,Log,79.23344111442566,0.3972277695619197,0.4200560092217244
